TR.NAME,GENE.NAME,N.EXONS,N.INTRONS,TRANSCRIPT.L,EXONS.L,INTRONS.L,AV.INTRON.L,AV.EXON.L,INTRONS.dev.EXONS
NM_022644,CSH2,4,3,1719,1140,579,193,285,0.507894737
NM_022581,CSHL1,5,4,1655,773,882,220.5,154.6,1.141009056
NM_022580,CSHL1,4,3,1655,592,1063,354.3333333,148,1.795608108
NM_022579,CSHL1,5,4,1655,842,813,203.25,168.4,0.965558195
NM_022558,GH2,5,4,1732,905,827,206.75,181,0.913812155
NM_022557,GH2,4,3,1732,1161,571,190.3333333,290.25,0.491817399
NM_022556,GH2,5,4,1732,864,868,217,172.8,1.00462963
NM_001199163,PSMC5,12,11,4345,1507,2838,258,125.5833333,1.883211679
NM_022645,CSH2,3,2,1719,601,1118,559,200.3333333,1.860232945
NM_002059,GH2,5,4,1732,909,823,205.75,181.8,0.905390539
NM_001318,CSHL1,4,3,1655,665,990,330,166.25,1.488721805
NM_017647,FTSJ3,21,20,8240,3580,4660,233,170.4761905,1.301675978
NM_022560,GH1,4,3,1637,706,931,310.3333333,176.5,1.318696884
NM_001098426,SMARCD2,13,12,10912,2783,8129,677.4166667,214.0769231,2.920948617
NM_000515,GH1,5,4,1637,827,810,202.5,165.4,0.979443773
NM_001317,CSH1,5,4,1755,923,832,208,184.6,0.901408451
NM_001191029,C17orf72,5,4,5935,3039,2896,724,607.8,0.952945048
NM_001099789,ICAM2,5,4,18041,1141,16900,4225,228.2,14.8115688
NM_000873,ICAM2,4,3,4330,1216,3114,1038,304,2.560855263
NM_001039933,CD79B,6,5,3608,1270,2338,467.6,211.6666667,1.840944882
NM_001191031,C17orf72,5,4,5935,2885,3050,762.5,577,1.057192374
NM_000334,SCN4A,24,23,34366,7829,26537,1153.782609,326.2083333,3.389577213
NM_000626,CD79B,6,5,3608,1267,2341,468.2,211.1666667,1.847671665
NM_021602,CD79B,5,4,3608,954,2654,663.5,190.8,2.78197065
NM_001099788,ICAM2,6,5,18041,1224,16817,3363.4,204,13.73937908
NM_001099787,ICAM2,5,4,18041,1258,16783,4195.75,251.6,13.34101749
NM_001099786,ICAM2,6,5,18041,1341,16700,3340,223.5,12.45339299
NM_001191030,C17orf72,6,5,5935,3092,2843,568.6,515.3333333,0.919469599
NM_001164257,C17orf72,6,5,5935,3113,2822,564.4,518.8333333,0.906521041
NM_001085423,MILR1,5,4,3193,636,2557,639.25,127.2,4.020440252
NM_007215,POLG2,8,7,19284,1602,17682,2526,200.25,11.03745318
NM_000442,PECAM1,2,1,10308,4455,5853,5853,2227.5,1.313804714
NM_004396,DDX5,13,12,8112,3772,4340,361.6666667,290.1538462,1.150583245
NM_004655,AXIN2,11,10,33059,4243,28816,2881.6,385.7272727,6.791421164
NM_000727,CACNG1,4,3,12261,1322,10939,3646.333333,330.5,8.274583964
NM_002816,PSMD12,11,10,26104,1808,24296,2429.6,164.3636364,13.4380531
NM_174871,PSMD12,10,9,26104,1747,24357,2706.333333,174.7,13.94218661
NM_015462,NOL11,18,17,26207,2472,23735,1396.176471,137.3333333,9.601537217
NM_181656,C17orf58,3,2,2552,1569,983,491.5,523,0.626513703
NM_181655,C17orf58,3,2,2552,1426,1126,563,475.3333333,0.789621318
NM_002266,KPNA2,11,10,11124,1991,9133,913.3,181,4.58714214
NM_001174166,SLC16A6,7,6,24240,3962,20278,3379.666667,566,5.118122161
NM_001033572,AMZ2,8,7,9162,1403,7759,1108.428571,175.375,5.530292231
NM_004694,SLC16A6,6,5,24240,3834,20406,4081.2,639,5.322378717
NM_001289056,AMZ2,8,7,9162,1506,7656,1093.714286,188.25,5.083665339
NM_001033570,AMZ2,8,7,9162,1431,7731,1104.428571,178.875,5.402515723
NM_001033569,AMZ2,8,7,9162,1435,7727,1103.857143,179.375,5.38466899
NM_016627,AMZ2,7,6,9162,1987,7175,1195.833333,283.8571429,3.610971314
NM_001033574,AMZ2,6,5,9162,1812,7350,1470,302,4.056291391
NM_001033571,AMZ2,8,7,9162,1407,7755,1107.857143,175.875,5.511727079
NM_001289054,AMZ2,8,7,9162,1415,7747,1106.714286,176.875,5.474911661
NM_001276290,PRKAR1A,10,9,35924,1222,34702,3855.777778,122.2,28.39770867
NM_001276289,PRKAR1A,12,11,21052,4447,16605,1509.545455,370.5833333,3.733977963
NM_212471,PRKAR1A,11,10,21651,4506,17145,1714.5,409.6363636,3.804926764
NM_212472,PRKAR1A,11,10,21052,4344,16708,1670.8,394.9090909,3.846224678
NM_002734,PRKAR1A,11,10,21052,4313,16739,1673.9,392.0909091,3.881057269
NM_007168,ABCA8,38,37,88107,5761,82346,2225.567568,151.6052632,14.29369901
NM_001288986,ABCA8,39,38,88107,5867,82240,2164.210526,150.4358974,14.01738538
NM_001288985,ABCA8,40,39,88107,6044,82063,2104.179487,151.1,13.57759762
NM_018672,ABCA5,38,37,71200,9287,61913,1673.324324,244.3947368,6.666630774
NM_172232,ABCA5,39,38,82749,8216,74533,1961.394737,210.6666667,9.071689387
NM_170741,KCNJ16,4,3,60382,3987,56395,18798.33333,996.75,14.14472034
NM_018658,KCNJ16,5,4,60382,4069,56313,14078.25,813.8,13.83951831
NM_001270422,KCNJ16,6,5,60382,4198,56184,11236.8,699.6666667,13.38351596
NM_000891,KCNJ2,2,1,10509,5388,5121,5121,2694,0.950445434
NM_000346,SOX9,3,2,5401,3937,1464,732,1312.333333,0.371856744
NM_001050,SSTR2,2,1,6904,2966,3938,3938,1483,1.327714093
NM_018714,COG1,14,13,15474,3048,12426,955.8461538,217.7142857,4.076771654
NM_017941,C17orf80,6,5,16336,3660,12676,2535.2,610,3.463387978
NM_001100621,C17orf80,5,4,16336,3551,12785,3196.25,710.2,3.600394255
NM_001129885,CPSF4L,6,5,13433,653,12780,2556,108.8333333,19.5712098
NM_001098832,FAM104A,4,3,25043,2892,22151,7383.666667,723,7.659405256
NM_001289412,FAM104A,4,3,20366,2665,17701,5900.333333,666.25,6.642026266
NM_001289410,FAM104A,2,1,25043,2727,22316,22316,1363.5,8.183351669
NM_001289411,FAM104A,3,2,25043,2746,22297,11148.5,915.3333333,8.119810634
NM_032837,FAM104A,3,2,25043,2828,22215,11107.5,942.6666667,7.855374823
NM_001288771,C17orf80,5,4,13113,2173,10940,2735,434.6,5.034514496
NM_001288770,C17orf80,5,4,16725,3712,13013,3253.25,742.4,3.505657328
NM_001100622,C17orf80,6,5,12724,2121,10603,2120.6,353.5,4.999057049
NM_001278587,LOC100134391,6,5,18705,1146,17559,3511.8,191,15.32198953
NM_001035258,RPL38,5,4,6226,362,5864,1466,72.4,16.19889503
NM_000999,RPL38,5,4,6226,397,5829,1457.25,79.4,14.68261965
NM_023036,DNAI2,14,13,40639,2293,38346,2949.692308,163.7857143,16.72307021
NM_052869,TTYH2,8,7,13654,3263,10391,1484.428571,407.875,3.184492798
NM_001172810,DNAI2,14,13,40639,2254,38385,2952.692308,161,17.02972493
NM_007261,CD300A,7,6,18417,1900,16517,2752.833333,271.4285714,8.693157895
NM_001256841,CD300A,6,5,18417,1560,16857,3371.4,260,10.80576923
NM_018653,GPRC5C,4,3,13734,1824,11910,3970,456,6.529605263
NM_022036,GPRC5C,4,3,15903,2377,13526,4508.666667,594.25,5.690366008
NM_001080466,BTBD17,3,2,5405,1681,3724,1862,560.3333333,2.215348007
NM_181790,GPR142,4,3,5096,1393,3703,1234.333333,348.25,2.658291457
NM_001115152,CD300LD,4,3,12261,648,11613,3871,162,17.9212963
NM_152460,C17orf77,3,2,9293,2528,6765,3382.5,842.6666667,2.676028481
NM_006678,CD300C,4,3,5107,1591,3516,1172,397.75,2.209930861
NM_174892,CD300LB,4,3,10302,2298,8004,2668,574.5,3.483028721
NM_001163990,RAB37,8,7,10120,2549,7571,1081.571429,318.625,2.970184386
NM_001163989,RAB37,9,8,10517,2810,7707,963.375,312.2222222,2.742704626
NM_001006638,RAB37,9,8,10120,2661,7459,932.375,295.6666667,2.803081548
NM_175738,RAB37,9,8,76220,3054,73166,9145.75,339.3333333,23.95743287
NM_001289082,CD300LF,7,6,18694,1863,16831,2805.166667,266.1428571,9.034353194
NM_001289083,CD300LF,8,7,18694,1849,16845,2406.428571,231.125,9.110329908
NM_001289084,CD300LF,7,6,18694,1847,16847,2807.833333,263.8571429,9.121277748
NM_001289085,CD300LF,8,7,18694,1977,16717,2388.142857,247.125,8.455741022
NM_001289086,CD300LF,7,6,18694,1998,16696,2782.666667,285.4285714,8.356356356
NM_001289087,CD300LF,6,5,18694,1778,16916,3383.2,296.3333333,9.514060742
NM_139018,CD300LF,7,6,18694,1802,16892,2815.333333,257.4285714,9.374028857
NM_015654,NAT9,7,6,5786,1882,3904,650.6666667,268.8571429,2.074388948
NM_004110,FDXR,12,11,10539,1913,8626,784.1818182,159.4166667,4.509147935
NM_001278553,GRIN2C,12,11,16797,3249,13548,1231.636364,270.75,4.16989843
NM_001258012,FDXR,12,11,10539,2024,8515,774.0909091,168.6666667,4.20701581
NM_001258013,FDXR,13,12,10539,1989,8550,712.5,153,4.298642534
NM_001258014,FDXR,12,11,10539,1871,8668,788,155.9166667,4.632816676
NM_001258015,FDXR,11,10,10539,1774,8765,876.5,161.2727273,4.940811725
NM_017728,TMEM104,10,9,63302,4759,58543,6504.777778,475.9,12.30153394
NM_024417,FDXR,12,11,10539,1895,8644,785.8181818,157.9166667,4.561477573
NM_000835,GRIN2C,13,12,17847,4283,13564,1130.333333,329.4615385,3.166939061
NM_001258016,FDXR,11,10,6259,1839,4420,442,167.1818182,2.403480152
NM_030630,HID1,19,18,22063,3361,18702,1039,176.8947368,5.564415353
NM_001272005,OTOP3,7,6,14192,2440,11752,1958.666667,348.5714286,4.816393443
NM_173477,USH1G,3,2,7184,3571,3613,1806.5,1190.333333,1.011761411
NM_014603,CDR2L,5,4,18167,3538,14629,3657.25,707.6,4.134821933
NM_001282489,USH1G,3,2,7184,3518,3666,1833,1172.666667,1.042069358
NM_178233,OTOP3,7,6,14192,2374,11818,1969.666667,339.1428571,4.97809604
NM_178160,OTOP2,7,6,9638,2154,7484,1247.333333,307.7142857,3.47446611
NM_024585,ARMC7,3,2,20280,2129,18151,9075.5,709.6666667,8.525598873
NM_015353,KCTD2,6,5,18704,3704,15000,3000,617.3333333,4.049676026
NM_001252377,NT5C,4,3,1572,841,731,243.6666667,210.25,0.869203329
NM_006356,ATP5H,6,5,8121,628,7493,1498.6,104.6666667,11.93152866
NM_014595,NT5C,5,4,1572,962,610,152.5,192.4,0.634095634
NM_001545,ICT1,6,5,8578,885,7693,1538.6,147.5,8.692655367
NM_001271765,SLC16A5,7,6,18435,2024,16411,2735.166667,289.1428571,8.108201581
NM_004695,SLC16A5,7,6,18221,1958,16263,2710.5,279.7142857,8.305924413
NM_001003785,ATP5H,5,4,8121,555,7566,1891.5,111,13.63243243
NM_006937,SUMO2,4,3,15275,1070,14205,4735,267.5,13.27570093
NM_001242501,MIF4GD,5,4,4018,1235,2783,695.75,247,2.253441296
NM_001242500,MIF4GD,6,5,4018,1338,2680,536,223,2.002989537
NM_020679,MIF4GD,7,6,5003,1426,3577,596.1666667,203.7142857,2.508415147
NM_001172704,GGA3,16,15,25752,2954,22798,1519.866667,184.625,7.717670955
NM_001172703,GGA3,17,16,25752,3897,21855,1365.9375,229.2352941,5.608160123
NM_024844,NUP85,19,18,30259,2330,27929,1551.611111,122.6315789,11.98669528
NM_014001,GGA3,16,15,25015,3794,21221,1414.733333,237.125,5.593305219
NM_001005849,SUMO2,3,2,15275,997,14278,7139,332.3333333,14.32096289
NM_001242498,MIF4GD,7,6,5003,1447,3556,592.6666667,206.7142857,2.457498272
NM_015971,MRPS7,5,4,4710,1420,3290,822.5,284,2.316901408
NM_138619,GGA3,17,16,25015,3894,21121,1320.0625,229.0588235,5.423985619
NM_001142643,CASKIN2,19,18,9630,4518,5112,284,237.7894737,1.131474104
NM_020753,CASKIN2,20,19,15325,5036,10289,541.5263158,251.8,2.043089754
NM_014738,KIAA0195,32,31,43871,5496,38375,1237.903226,171.75,6.982350801
NM_207346,TSEN54,11,10,8213,1952,6261,626.1,177.4545455,3.207479508
NM_001162997,SMIM6,2,1,1413,830,583,583,415,0.702409639
NM_001162995,SMIM5,3,2,7974,1551,6423,3211.5,517,4.141199226
NM_000154,GALK1,8,7,7264,1369,5895,842.1428571,171.125,4.30606282
NM_013260,SAP30BP,11,10,40742,2530,38212,3821.2,230,15.10355731
NM_000213,ITGB4,40,39,36385,5959,30426,780.1538462,148.975,5.10589025
NM_005324,H3F3B,4,3,3347,2709,638,212.6666667,677.25,0.235511259
NM_001005619,ITGB4,39,38,33125,5728,27397,720.9736842,146.8717949,4.78299581
NM_001005731,ITGB4,39,38,36385,5748,30637,806.2368421,147.3846154,5.330027836
NM_199242,UNC13D,32,31,17492,4423,13069,421.5806452,138.21875,2.954781822
NM_032478,MRPL38,9,8,6459,1584,4875,609.375,176,3.077651515
NM_012478,WBP2,8,7,9723,1952,7771,1110.142857,244,3.981045082
NM_001256124,TRIM65,5,4,8045,3378,4667,1166.75,675.6,1.381586738
NM_033452,TRIM47,6,5,4413,2269,2144,428.8,378.1666667,0.944909652
NM_173547,TRIM65,6,5,8045,3445,4600,920,574.1666667,1.335268505
NM_001988,EVPL,22,21,20582,6609,13973,665.3809524,300.4090909,2.11423816
NM_007292,ACOX1,14,13,37928,7598,30330,2333.076923,542.7142857,3.991839958
NM_001260503,SRP68,9,8,14883,2054,12829,1603.625,228.2222222,6.245861733
NM_001258,CDK3,8,7,5095,1578,3517,502.4285714,197.25,2.228770596
NM_001185039,ACOX1,14,13,37928,7772,30156,2319.692308,555.1428571,3.880082347
NM_001113324,TEN1,4,3,21371,1001,20370,6790,250.25,20.34965035
NM_004035,ACOX1,14,13,37928,7598,30330,2333.076923,542.7142857,3.991839958
NM_001282314,EXOC7,4,3,2777,775,2002,667.3333333,193.75,2.583225806
NM_001282313,EXOC7,19,18,22580,4853,17727,984.8333333,255.4210526,3.652792087
NM_001145299,EXOC7,20,19,22796,4894,17902,942.2105263,244.7,3.657948508
NM_001145298,EXOC7,19,18,22796,4800,17996,999.7777778,252.6315789,3.749166667
NM_001454,FOXJ1,3,2,4967,2643,2324,1162,881,0.879303821
NM_001013839,EXOC7,19,18,22796,4824,17972,998.4444444,253.8947368,3.725538972
NM_015219,EXOC7,18,17,22796,4730,18066,1062.705882,262.7777778,3.819450317
NM_001145297,EXOC7,20,19,22796,4978,17818,937.7894737,248.9,3.579349136
NM_003857,GALR2,2,1,2742,1359,1383,1383,679.5,1.017660044
NM_180990,ZACN,9,8,3624,1482,2142,267.75,164.6666667,1.44534413
NM_032134,QRICH2,19,18,33633,5378,28255,1569.722222,283.0526316,5.253811826
NM_182565,UBALD2,3,2,6095,1592,4503,2251.5,530.6666667,2.828517588
NM_182965,SPHK1,6,5,3253,2190,1063,212.6,365,0.485388128
NM_001142602,SPHK1,5,4,2654,1871,783,195.75,374.2,0.418492785
NM_001142601,SPHK1,6,5,3253,1827,1426,285.2,304.5,0.780514505
NM_021972,SPHK1,6,5,3253,1869,1384,276.8,311.5,0.740502943
NM_024599,RHBDF2,19,18,30536,3624,26912,1495.111111,190.7368421,7.426048565
NM_001005498,RHBDF2,18,17,17018,3461,13557,797.4705882,192.2777778,3.91707599
NM_134268,CYGB,4,3,10559,2170,8389,2796.333333,542.5,3.865898618
NM_001088,AANAT,4,3,2571,1030,1541,513.6666667,257.5,1.496116505
NM_001077620,PRCD,5,4,5339,1999,3340,835,399.8,1.670835418
NM_001166579,AANAT,7,6,16768,1920,14848,2474.666667,274.2857143,7.733333333
NM_198530,MXRA7,4,3,31407,1843,29564,9854.666667,460.75,16.04123711
NM_001008528,MXRA7,4,3,35249,2508,32741,10913.66667,627,13.0546252
NM_001008529,MXRA7,5,4,31407,1925,29482,7370.5,385,15.31532468
NM_001289107,ST6GALNAC1,10,9,19084,2724,16360,1817.777778,272.4,6.005873715
NM_018414,ST6GALNAC1,9,8,19084,2586,16498,2062.25,287.3333333,6.379737046
NM_003016,SRSF2,2,1,3298,2965,333,333,1482.5,0.112310287
NM_001195427,SRSF2,3,2,3298,1971,1327,663.5,657,0.673262303
NM_001206984,METTL23,5,4,7052,843,6209,1552.25,168.6,7.365361803
NM_001206985,METTL23,4,3,7052,1036,6016,2005.333333,259,5.806949807
NM_001206986,METTL23,4,3,7052,1071,5981,1993.666667,267.75,5.584500467
NM_001206987,METTL23,4,3,7052,1215,5837,1945.666667,303.75,4.804115226
NM_001206983,METTL23,5,4,7052,1177,5875,1468.75,235.4,4.991503823
NM_001080510,METTL23,5,4,7052,1142,5910,1477.5,228.4,5.175131349
NM_024311,MFSD11,14,13,41755,2720,39035,3002.692308,194.2857143,14.35110294
NM_015167,JMJD6,6,5,8358,1828,6530,1306,304.6666667,3.572210066
NM_001242537,MFSD11,12,11,41755,2655,39100,3554.545455,221.25,14.72693032
NM_001242536,MFSD11,12,11,41755,2844,38911,3537.363636,237,13.68178622
NM_001242535,MFSD11,14,13,41755,2813,38942,2995.538462,200.9285714,13.84358336
NM_001242534,MFSD11,14,13,42691,2864,39827,3063.615385,204.5714286,13.90607542
NM_001242533,MFSD11,14,13,41755,3002,38753,2981,214.4285714,12.90906063
NM_001242532,MFSD11,13,12,41755,3117,38638,3219.833333,239.7692308,12.39589349
NM_198955,MGAT5B,16,15,77744,4076,73668,4911.2,254.75,18.07360157
NM_001199172,MGAT5B,17,16,81675,4261,77414,4838.375,250.6470588,18.16803567
NM_144677,MGAT5B,17,16,81675,4255,77420,4838.75,250.2941176,18.19506463
NM_001143998,SEC14L1,17,16,76178,5561,70617,4413.5625,327.1176471,12.69861536
NM_001143999,SEC14L1,17,16,76178,5557,70621,4413.8125,326.8823529,12.7084758
NM_001144001,SEC14L1,15,14,31888,5347,26541,1895.785714,356.4666667,4.963717973
NM_003003,SEC14L1,17,16,76178,5508,70670,4416.875,324,12.83042847
NM_001039573,SEC14L1,18,17,76178,3033,73145,4302.647059,168.5,24.11638642
NM_001113496,Sep-09,10,9,50067,3244,46823,5202.555556,324.4,14.4337238
NM_001113494,Sep-09,11,10,124515,3950,120565,12056.5,359.0909091,30.52278481
NM_001113495,Sep-09,10,9,25355,3649,21706,2411.777778,364.9,5.948479035
NM_001113493,Sep-09,11,10,127408,3997,123411,12341.1,363.3636364,30.87590693
NM_001127198,TMC6,20,19,15864,2911,12953,681.7368421,145.55,4.449673652
NM_007267,TMC6,20,19,19491,2809,16682,878,140.45,5.938768245
NM_152468,TMC8,16,15,12192,4435,7757,517.1333333,277.1875,1.749041714
NM_001204211,TMEM235,5,4,9679,2415,7264,1816,483,3.007867495
NM_001204212,TMEM235,4,3,9679,2276,7403,2467.666667,569,3.252636204
NM_001204210,TMEM235,6,5,9679,2497,7182,1436.4,416.1666667,2.876251502
NM_001012271,BIRC5,5,4,11441,2705,8736,2184,541,3.229574861
NM_001012270,BIRC5,3,2,11441,2516,8925,4462.5,838.6666667,3.547297297
NM_001168,BIRC5,4,3,11441,2635,8806,2935.333333,658.75,3.341935484
NM_001145526,AFMID,11,10,20386,1756,18630,1863,159.6363636,10.60933941
NM_001010982,AFMID,11,10,20386,1741,18645,1864.5,158.2727273,10.70936244
NM_004710,SYNGR2,4,3,4340,1698,2642,880.6666667,424.5,1.555948174
NM_003258,TK1,7,6,13127,1602,11525,1920.833333,228.8571429,7.194132335
NM_003955,SOCS3,2,1,3304,2739,565,565,1369.5,0.206279664
NM_001243540,LOC100653515,3,2,12639,2109,10530,5265,703,4.992887624
NM_001243541,LOC100653515,3,2,12639,2170,10469,5234.5,723.3333333,4.824423963
NM_003255,TIMP2,5,4,72415,3660,68755,17188.75,732,18.78551913
NM_001159772,CANT1,6,5,18103,3485,14618,2923.6,580.8333333,4.194548063
NM_005567,LGALS3BP,6,5,8728,2266,6462,1292.4,377.6666667,2.851721094
NM_198594,C1QTNF1,3,2,25714,2813,22901,11450.5,937.6666667,8.141130466
NM_198593,C1QTNF1,4,3,15491,2799,12692,4230.666667,699.75,4.534476599
NM_030968,C1QTNF1,4,3,25714,2983,22731,7577,745.75,7.620181026
NM_153372,C1QTNF1,4,3,26856,2719,24137,8045.666667,679.75,8.877160721
NM_138793,CANT1,4,3,18103,3539,14564,4854.666667,884.75,4.115286804
NM_001159773,CANT1,5,4,18103,3345,14758,3689.5,669,4.411958146
NM_001042573,ENGASE,14,13,13668,4508,9160,704.6153846,322,2.031943212
NM_178543,ENPP7,6,5,11158,1865,9293,1858.6,310.8333333,4.982841823
NM_020649,CBX8,5,4,2741,1551,1190,297.5,310.2,0.767246937
NM_032647,CBX2,4,3,4356,1081,3275,1091.666667,270.25,3.02960222
NM_005189,CBX2,5,4,9474,4270,5204,1301,854,1.218735363
NM_003655,CBX4,5,4,6260,2654,3606,901.5,530.8,1.358703843
NM_001271845,TBC1D16,8,7,18516,9838,8678,1239.714286,1229.75,0.882089856
NM_001271846,TBC1D16,7,6,7006,1180,5826,971,168.5714286,4.937288136
NM_001271844,TBC1D16,8,7,18516,9799,8717,1245.285714,1224.875,0.889580569
NM_001243342,CCDC40,18,17,54191,3564,50627,2978.058824,198,14.20510662
NM_000152,GAA,20,19,18326,3795,14531,764.7894737,189.75,3.828985507
NM_001079803,GAA,21,20,18326,3611,14715,735.75,171.952381,4.075048463
NM_001079804,GAA,20,19,18326,3530,14796,778.7368421,176.5,4.191501416
NM_017950,CCDC40,20,19,63983,4318,59665,3140.263158,215.9,13.81773969
NM_001166348,SLC26A11,17,16,33110,2870,30240,1890,168.8235294,10.53658537
NM_024110,CARD14,21,20,30825,4190,26635,1331.75,199.5238095,6.356801909
NM_052819,CARD14,10,9,11126,1643,9483,1053.666667,164.3,5.771758977
NM_001257970,CARD14,15,14,24125,2613,21512,1536.571429,174.2,8.23268274
NM_000199,SGSH,8,7,11122,2776,8346,1192.285714,347,3.00648415
NM_001166349,SLC26A11,17,16,33110,2740,30370,1898.125,161.1764706,11.08394161
NM_001166347,SLC26A11,18,17,33110,2941,30169,1774.647059,163.3888889,10.25807548
NM_173626,SLC26A11,18,17,33110,2938,30172,1774.823529,163.2222222,10.26957114
NM_001164638,ENDOV,8,7,15206,1279,13927,1989.571429,159.875,10.88897576
NM_002522,NPTX1,5,4,9773,5442,4331,1082.75,1088.4,0.795847115
NM_173627,ENDOV,10,9,22919,2828,20091,2232.333333,282.8,7.104314003
NM_001164637,ENDOV,9,8,22919,2692,20227,2528.375,299.1111111,7.513744428
NM_024591,CHMP6,8,7,8294,1672,6622,946,209,3.960526316
NM_004920,AATK,13,12,14654,5102,9552,796,392.4615385,1.872206978
NM_001080395,AATK,14,13,48778,5325,43453,3342.538462,380.3571429,8.160187793
NM_138570,SLC38A10,14,13,44470,3119,41351,3180.846154,222.7857143,13.25777493
NM_001086521,C17orf89,3,2,1989,563,1426,713,187.6666667,2.53285968
NM_144679,ENTHD2,12,11,10816,2299,8517,774.2727273,191.5833333,3.704654197
NM_001037984,SLC38A10,16,15,50530,4539,45991,3066.066667,283.6875,10.13240802
NM_001272086,RP11-1055B8.3,4,3,9463,771,8692,2897.333333,192.75,11.27367056
NM_025161,C17orf70,9,8,12520,3662,8858,1107.25,406.8888889,2.418896778
NM_001199954,ACTG1,6,5,2897,2111,786,157.2,351.8333333,0.372335386
NM_001077182,FSCN2,5,4,8741,1747,6994,1748.5,349.4,4.003434459
NM_001614,ACTG1,6,5,2897,1992,905,181,332,0.454317269
NM_012418,FSCN2,5,4,8741,1675,7066,1766.5,335,4.218507463
NM_012140,SLC25A10,11,10,8782,2005,6777,677.7,182.2727273,3.380049875
NM_199287,CCDC137,6,5,7177,2114,5063,1012.6,352.3333333,2.394985809
NM_001039842,OXLD1,2,1,1554,622,932,932,311,1.498392283
NM_031945,TSPAN10,3,2,6432,1616,4816,2408,538.6666667,2.98019802
NM_002602,PDE6G,4,3,6120,1027,5093,1697.666667,256.75,4.959104187
NM_002949,MRPL12,5,4,4158,1020,3138,784.5,204,3.076470588
NM_001270888,SLC25A10,11,10,8782,2032,6750,675,184.7272727,3.321850394
NM_001270953,SLC25A10,11,10,8782,1922,6860,686,174.7272727,3.569198751
NM_001040025,ARL16,5,4,2732,1212,1520,380,242.4,1.254125413
NM_004712,HGS,22,21,18191,2994,15197,723.6666667,136.0909091,5.075818303
NM_000160,GCGR,14,13,9881,2065,7816,601.2307692,147.5,3.784987893
NM_001093767,FAM195B,6,5,10935,990,9945,1989,165,10.04545455
NM_207368,FAM195B,5,4,10935,1290,9645,2411.25,258,7.476744186
NM_000918,P4HB,11,10,17512,2589,14923,1492.3,235.3636364,5.764001545
NM_001288799,FAM195B,4,3,10935,1187,9748,3249.333333,296.75,8.212299916
NM_001288798,FAM195B,7,6,10935,1127,9808,1634.666667,161,8.702750665
NM_001007533,PPP1R27,3,2,1560,802,758,379,267.3333333,0.945137157
NM_006907,PYCR1,7,6,4873,2238,2635,439.1666667,319.7142857,1.177390527
NM_001185078,ARHGDIA,6,5,3687,1780,1907,381.4,296.6666667,1.071348315
NM_005782,ALYREF,6,5,3753,1103,2650,530,183.8333333,2.402538531
NM_001282204,PCYT2,13,12,8340,3365,4975,414.5833333,258.8461538,1.478454681
NM_001185077,ARHGDIA,6,5,3195,2082,1113,222.6,347,0.534582133
NM_001256435,PCYT2,13,12,8578,3521,5057,421.4166667,270.8461538,1.436239705
NM_001256433,PCYT2,12,11,8578,3074,5504,500.3636364,256.1666667,1.790500976
NM_032711,MAFG,3,2,5301,5073,228,114,1691,0.04494382
NM_001282281,PYCR1,8,7,4855,1903,2952,421.7142857,237.875,1.551234892
NM_001282280,PYCR1,8,7,4944,1910,3034,433.4285714,238.75,1.588481675
NM_001282279,PYCR1,7,6,4944,1816,3128,521.3333333,259.4285714,1.72246696
NM_001289420,ANAPC11,5,4,8608,1068,7540,1885,213.6,7.059925094
NM_148896,NPB,2,1,711,619,92,92,309.5,0.148626817
NM_016476,ANAPC11,4,3,8822,952,7870,2623.333333,238,8.266806723
NM_001002249,ANAPC11,4,3,8608,981,7627,2542.333333,245.25,7.774719674
NM_001289418,ANAPC11,3,2,8822,896,7926,3963,298.6666667,8.845982143
NM_001289419,ANAPC11,4,3,8822,968,7854,2618,242,8.113636364
NM_004309,ARHGDIA,6,5,3687,1912,1775,355,318.6666667,0.92834728
NM_002861,PCYT2,13,12,8578,3237,5341,445.0833333,249,1.649984554
NM_002359,MAFG,3,2,9444,5041,4403,2201.5,1680.333333,0.87343781
NM_016538,SIRT7,10,9,6245,1741,4504,500.4444444,174.1,2.587018955
NM_178493,NOTUM,11,10,8676,2228,6448,644.8,202.5454545,2.894075404
NM_001256434,PCYT2,14,13,8578,3290,5288,406.7692308,235,1.607294833
NM_001145113,MYADML2,3,2,7590,2455,5135,2567.5,818.3333333,2.091649695
NM_001184917,PCYT2,14,13,8578,3292,5286,406.6153846,235.1428571,1.605710814
NM_001289414,ANAPC11,4,3,9745,863,8882,2960.666667,215.75,10.29200463
NM_001002244,ANAPC11,4,3,8822,1190,7632,2544,297.5,6.413445378
NM_001002245,ANAPC11,3,2,8822,858,7964,3982,286,9.282051282
NM_001002246,ANAPC11,4,3,8822,922,7900,2633.333333,230.5,8.568329718
NM_001002247,ANAPC11,3,2,8822,866,7956,3978,288.6666667,9.187066975
NM_001002248,ANAPC11,4,3,8822,930,7892,2630.666667,232.5,8.486021505
NM_001289415,ANAPC11,3,2,8822,888,7934,3967,296,8.934684685
NM_001289417,ANAPC11,5,4,8822,1015,7807,1951.75,203,7.691625616
NM_153824,PYCR1,8,7,4873,1896,2977,425.2857143,237,1.570147679
NM_001289416,ANAPC11,3,2,8608,917,7691,3845.5,305.6666667,8.387131952
NM_001282203,PCYT2,13,12,8340,3649,4691,390.9166667,280.6923077,1.285557687
